VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
1,"4/30/2023, 8:40:39 PM","4/30/2023, 8:49:16 PM",1,2.4,1,N,50,249,1,11.4,3.5,0.5,3.25,0,1,19.65,2.5,0
1,"4/30/2023, 8:57:47 PM","4/30/2023, 9:18:27 PM",2,8.9,1,N,90,243,1,35.9,3.5,0.5,8.18,0,1,49.08,2.5,0
2,"4/30/2023, 8:59:54 PM","4/30/2023, 9:36:36 PM",2,22.48,2,N,132,230,2,70,0,0.5,0,6.55,1,82.3,2.5,1.75
2,"4/30/2023, 8:45:06 PM","4/30/2023, 9:11:55 PM",2,18.26,2,N,132,161,1,70,0,0.5,16.11,6.55,1,98.41,2.5,1.75
2,"4/30/2023, 8:31:30 PM","4/30/2023, 8:36:17 PM",2,0.86,1,N,114,231,2,7.2,1,0.5,0,0,1,12.2,2.5,0
2,"4/30/2023, 8:30:21 PM","4/30/2023, 8:59:03 PM",2,17.29,2,N,132,162,1,70,0,0.5,15.15,0,1,90.9,2.5,1.75
2,"4/30/2023, 8:50:30 PM","4/30/2023, 9:18:46 PM",1,18.85,2,N,132,163,1,70,0,0.5,12.88,6.55,1,93.43,2.5,0
2,"4/30/2023, 8:04:02 PM","4/30/2023, 8:11:09 PM",2,1.68,1,N,237,164,1,10,1,0.5,3,0,1,18,2.5,0
2,"4/30/2023, 8:20:38 PM","4/30/2023, 8:24:56 PM",1,1.45,1,N,233,140,1,8.6,1,0.5,0,0,1,13.6,2.5,0
2,"4/30/2023, 8:51:28 PM","4/30/2023, 9:16:47 PM",2,16.79,1,N,138,227,1,63.9,6,0.5,5,0,1,78.15,0,1.75
2,"4/30/2023, 8:48:06 PM","4/30/2023, 9:26:23 PM",1,21.41,2,N,132,163,2,70,0,0.5,0,6.55,1,82.3,2.5,1.75
1,"4/30/2023, 8:35:22 PM","4/30/2023, 8:57:16 PM",1,10,1,N,132,177,1,40.1,1,0.5,8.5,0,1,51.1,0,0
2,"4/30/2023, 8:15:41 PM","4/30/2023, 8:33:39 PM",2,4.99,1,N,43,158,1,23.3,1,0.5,7.08,0,1,35.38,2.5,0
1,"4/30/2023, 8:44:14 PM","4/30/2023, 8:57:45 PM",2,7.8,1,N,138,255,1,31,7.75,0.5,7,0,1,47.25,0,1.75
2,"4/30/2023, 8:56:21 PM","4/30/2023, 9:02:05 PM",1,1.42,1,N,186,107,1,8.6,1,0.5,2.72,0,1,16.32,2.5,0
1,"4/30/2023, 8:28:52 PM","4/30/2023, 8:32:13 PM",1,1.1,1,N,164,230,1,6.5,3.5,0.5,2.3,0,1,13.8,2.5,0
1,"4/30/2023, 8:32:58 PM","4/30/2023, 8:35:58 PM",1,0.2,1,N,230,230,4,3.7,3.5,0.5,0,0,1,8.7,2.5,0
2,"4/30/2023, 8:14:11 PM","4/30/2023, 8:23:55 PM",2,3.83,1,N,148,140,1,16.3,1,0.5,1.5,0,1,22.8,2.5,0
2,"4/30/2023, 8:48:53 PM","4/30/2023, 9:12:26 PM",1,10.91,1,N,138,61,1,43.6,6,0.5,10.57,0,1,63.42,0,1.75
1,"4/30/2023, 8:05:15 PM","4/30/2023, 8:35:42 PM",1,18.6,1,N,132,97,1,70.2,2.75,0.5,5,0,1,79.45,0,1.75
1,"4/30/2023, 8:26:47 PM","4/30/2023, 8:40:07 PM",2,2.2,1,N,48,233,1,13.5,3.5,0.5,5.55,0,1,24.05,2.5,0
1,"4/30/2023, 8:53:12 PM","4/30/2023, 8:56:54 PM",1,0.5,1,N,79,113,1,5.1,3.5,0.5,2,0,1,12.1,2.5,0
1,"4/30/2023, 8:59:59 PM","4/30/2023, 9:04:51 PM",1,1.3,1,N,114,107,1,7.2,3.5,0.5,2.45,0,1,14.65,2.5,0
2,"4/30/2023, 8:15:27 PM","4/30/2023, 8:20:26 PM",1,1.85,1,N,48,142,1,9.3,1,0.5,2.86,0,1,17.16,2.5,0
2,"4/30/2023, 8:40:36 PM","4/30/2023, 8:54:03 PM",1,8.34,1,N,138,137,1,32.4,6,0.5,9.79,6.55,1,60.49,2.5,1.75
2,"4/30/2023, 8:15:32 PM","4/30/2023, 8:40:26 PM",1,16.51,1,N,132,80,1,62.5,1,0.5,13,0,1,79.75,0,1.75
2,"4/30/2023, 8:21:14 PM","4/30/2023, 8:53:00 PM",1,18.5,2,N,132,79,2,70,0,0.5,0,0,1,75.75,2.5,1.75
2,"4/30/2023, 8:02:27 PM","4/30/2023, 8:12:44 PM",1,4.51,1,N,70,226,1,19.8,1,0.5,2,0,1,24.3,0,0
2,"4/30/2023, 8:44:15 PM","4/30/2023, 9:06:10 PM",1,8.89,1,N,138,230,1,37.3,6,0.5,5,0,1,54.05,2.5,1.75
1,"4/30/2023, 8:00:47 PM","4/30/2023, 8:07:42 PM",2,1.8,1,N,142,151,2,10,3.5,0.5,0,0,1,15,2.5,0
2,"4/30/2023, 8:41:36 PM","4/30/2023, 8:45:56 PM",1,1.24,1,N,138,129,1,7.9,6,0.5,3.08,0,1,20.23,0,1.75
2,"4/30/2023, 8:57:48 PM","4/30/2023, 9:13:05 PM",1,5.71,1,N,138,95,1,25.4,6,0.5,4,0,1,38.65,0,1.75
2,"4/30/2023, 8:10:41 PM","4/30/2023, 8:24:17 PM",1,2.51,1,N,140,143,1,15.6,1,0.5,5.15,0,1,25.75,2.5,0
2,"4/30/2023, 8:47:18 PM","4/30/2023, 9:12:34 PM",1,11.18,1,N,138,158,1,46.4,6,0.5,11.63,0,1,69.78,2.5,1.75
2,"4/30/2023, 8:32:09 PM","4/30/2023, 8:59:54 PM",1,16.39,1,N,132,149,1,63.2,1,0.5,4,0,1,71.45,0,1.75
2,"4/30/2023, 8:17:04 PM","4/30/2023, 8:42:45 PM",1,11.63,1,N,138,181,1,47.8,6,0.5,17.12,0,1,74.17,0,1.75
1,"4/30/2023, 8:38:32 PM","4/30/2023, 8:55:54 PM",1,7.3,1,N,138,41,1,31,7.75,0.5,9.35,6.55,1,56.15,0,1.75
1,"4/30/2023, 8:11:04 PM","4/30/2023, 8:20:39 PM",0,2.8,1,N,141,100,1,13.5,3.5,0.5,2,0,1,20.5,2.5,0
2,"4/30/2023, 8:43:38 PM","4/30/2023, 8:47:28 PM",1,1.37,1,N,237,262,2,7.9,1,0.5,0,0,1,12.9,2.5,0
2,"4/30/2023, 8:56:18 PM","4/30/2023, 8:59:41 PM",1,0.65,1,N,237,229,2,5.8,1,0.5,0,0,1,10.8,2.5,0
1,"4/30/2023, 8:37:13 PM","4/30/2023, 9:05:02 PM",2,11.5,1,N,138,143,1,48.5,10.25,0.5,10.02,6.55,1,76.82,2.5,1.75
2,"4/30/2023, 8:14:27 PM","4/30/2023, 8:37:30 PM",1,11.21,1,N,138,100,1,44.3,6,0.5,12.52,6.55,1,75.12,2.5,1.75
2,"4/30/2023, 8:56:56 PM","4/30/2023, 9:08:12 PM",1,3.25,1,N,230,125,1,15.6,1,0.5,0,0,1,20.6,2.5,0
2,"4/30/2023, 8:03:46 PM","4/30/2023, 8:07:32 PM",3,1.38,1,N,211,234,1,7.9,1,0.5,2.58,0,1,15.48,2.5,0
2,"4/30/2023, 8:17:07 PM","4/30/2023, 8:34:20 PM",2,9.94,1,N,138,250,1,38,6,0.5,10.41,6.55,1,64.21,0,1.75
2,"4/30/2023, 8:13:42 PM","4/30/2023, 8:24:18 PM",1,2.35,1,N,107,125,1,13.5,1,0.5,0,0,1,18.5,2.5,0
2,"4/30/2023, 8:40:13 PM","4/30/2023, 8:46:34 PM",1,0.79,1,N,125,144,1,7.9,1,0.5,1,0,1,13.9,2.5,0
1,"4/30/2023, 8:18:00 PM","4/30/2023, 8:40:17 PM",2,12,1,N,138,170,1,46.4,10.25,0.5,11.6,0,1,69.75,2.5,1.75
1,"4/30/2023, 8:49:23 PM","4/30/2023, 9:08:04 PM",1,4.6,1,N,79,106,1,22.6,3.5,0.5,5.5,0,1,33.1,2.5,0
2,"4/30/2023, 8:46:13 PM","4/30/2023, 9:14:34 PM",1,19.03,2,N,132,236,1,70,0,0.5,8,6.55,1,90.3,2.5,1.75
2,"4/30/2023, 8:16:56 PM","4/30/2023, 8:33:53 PM",2,8.89,1,N,138,162,1,34.5,6,0.5,10.21,6.55,1,63.01,2.5,1.75
1,"4/30/2023, 8:45:20 PM","4/30/2023, 8:58:46 PM",1,8.8,1,N,138,264,1,33.8,10.25,0.5,3,6.55,1,55.1,2.5,1.75
2,"4/30/2023, 8:20:37 PM","4/30/2023, 8:47:43 PM",1,11.26,1,N,138,143,1,45.7,6,0.5,12.45,6.55,1,76.45,2.5,1.75
2,"4/30/2023, 8:53:11 PM","4/30/2023, 9:13:20 PM",1,13.76,1,N,50,265,2,52,1,0.5,0,0,1,57,2.5,0
2,"4/30/2023, 8:40:31 PM","4/30/2023, 9:02:40 PM",2,10.03,1,N,138,239,1,40.1,6,0.5,11.68,6.55,1,70.08,2.5,1.75
2,"4/30/2023, 8:04:07 PM","4/30/2023, 8:06:53 PM",1,0.68,1,N,107,170,1,5.8,1,0.5,1.2,0,1,12,2.5,0
2,"4/30/2023, 8:08:05 PM","4/30/2023, 8:15:14 PM",1,1.73,1,N,170,141,1,10,1,0.5,3,0,1,18,2.5,0
1,"4/30/2023, 8:39:30 PM","4/30/2023, 8:54:12 PM",1,8.9,1,N,138,140,1,34.5,10.25,0.5,10.55,6.55,1,63.35,2.5,1.75
1,"4/30/2023, 8:25:58 PM","4/30/2023, 8:39:46 PM",2,4.1,1,N,114,239,1,18.4,3.5,0.5,3.51,0,1,26.91,2.5,0
2,"4/30/2023, 8:42:01 PM","4/30/2023, 9:05:33 PM",1,10.34,1,N,138,50,1,42.2,6,0.5,18.15,6.55,1,78.65,2.5,1.75
2,"4/30/2023, 8:44:01 PM","4/30/2023, 9:09:16 PM",1,2.03,1,N,68,68,2,22.6,1,0.5,0,0,1,27.6,2.5,0
2,"4/30/2023, 8:39:45 PM","4/30/2023, 8:54:59 PM",1,10.36,1,N,138,229,1,39.4,6,0.5,11.19,6.55,1,68.89,2.5,1.75
2,"4/30/2023, 8:05:25 PM","4/30/2023, 8:15:42 PM",2,1.89,1,N,234,230,1,12.1,1,0.5,3.42,0,1,20.52,2.5,0
2,"4/30/2023, 8:27:20 PM","4/30/2023, 8:37:42 PM",3,1.17,1,N,230,229,2,10.7,1,0.5,0,0,1,15.7,2.5,0
2,"4/30/2023, 8:17:05 PM","4/30/2023, 8:20:39 PM",1,0.91,1,N,50,246,1,6.5,1,0.5,1,0,1,12.5,2.5,0
2,"4/30/2023, 8:24:54 PM","4/30/2023, 8:28:48 PM",1,1.24,1,N,246,48,1,7.2,1,0.5,2.44,0,1,14.64,2.5,0
2,"4/30/2023, 8:35:15 PM","4/30/2023, 8:47:16 PM",1,3.2,1,N,48,263,1,16.3,1,0.5,4.26,0,1,25.56,2.5,0
1,"4/30/2023, 8:28:00 PM","4/30/2023, 8:48:44 PM",1,5.2,1,N,132,205,2,24.7,2.75,0.5,0,0,1,28.95,0,1.75
2,"4/30/2023, 8:40:04 PM","4/30/2023, 8:40:24 PM",1,0,5,N,265,265,1,150,0,0,10,6.55,1,167.55,0,0
2,"4/30/2023, 8:52:58 PM","4/30/2023, 8:59:22 PM",1,2.26,1,N,138,223,1,12.1,6,0.5,0,0,1,21.35,0,1.75
1,"4/30/2023, 8:54:45 PM","4/30/2023, 9:05:44 PM",1,5.1,1,Y,138,95,2,21.9,7.75,0.5,0,0,1,31.15,0,1.75
2,"4/30/2023, 8:14:36 PM","4/30/2023, 8:28:35 PM",1,8.16,1,N,264,264,2,32.4,1,0.5,0,0,1,34.9,0,0
2,"4/30/2023, 8:47:04 PM","4/30/2023, 9:15:36 PM",2,17.81,2,N,132,229,1,70,0,0.5,16.11,6.55,1,98.41,2.5,1.75
1,"4/30/2023, 8:06:36 PM","4/30/2023, 8:18:16 PM",2,5,1,N,132,205,1,21.9,2.75,0.5,5.2,0,1,31.35,0,1.75
1,"4/30/2023, 8:47:43 PM","4/30/2023, 9:21:04 PM",2,19.5,2,N,132,231,1,70,2.5,0.5,0,6.55,1,80.55,2.5,0
2,"4/30/2023, 8:28:48 PM","4/30/2023, 8:33:04 PM",1,1.34,1,N,161,164,2,7.9,1,0.5,0,0,1,12.9,2.5,0
2,"4/30/2023, 8:36:10 PM","4/30/2023, 8:53:50 PM",1,4.35,1,N,186,262,1,21.9,1,0.5,2.08,0,1,28.98,2.5,0
1,"4/30/2023, 8:39:25 PM","4/30/2023, 8:48:21 PM",0,2.9,1,N,132,132,2,14.2,1,0.5,0,0,1,16.7,0,0
2,"4/30/2023, 8:44:54 PM","4/30/2023, 9:02:39 PM",4,14.08,1,N,132,150,2,52.7,1,0.5,0,0,1,56.95,0,1.75
2,"4/30/2023, 8:13:01 PM","4/30/2023, 8:20:24 PM",1,1.39,1,N,249,90,1,10,1,0.5,3,0,1,18,2.5,0
2,"4/30/2023, 8:33:31 PM","4/30/2023, 8:50:14 PM",1,4.8,1,N,230,260,1,22.6,1,0.5,5.52,0,1,33.12,2.5,0
2,"4/30/2023, 8:30:15 PM","4/30/2023, 8:48:04 PM",1,7.72,1,N,138,134,2,32.4,6,0.5,0,0,1,41.65,0,1.75
1,"4/30/2023, 8:30:12 PM","4/30/2023, 8:45:19 PM",1,7.8,1,N,138,145,1,31,7.75,0.5,5,0,1,45.25,0,1.75
2,"4/30/2023, 8:30:57 PM","4/30/2023, 8:58:20 PM",1,17.99,2,N,132,113,1,70,0,0.5,16.11,6.55,1,98.41,2.5,1.75
2,"4/30/2023, 8:37:07 PM","4/30/2023, 8:53:19 PM",2,9.98,1,N,132,19,2,38.7,1,0.5,0,0,1,41.2,0,0
2,"4/30/2023, 8:09:25 PM","4/30/2023, 8:42:22 PM",1,18.93,2,N,132,249,1,70,0,0.5,16.46,6.55,1,98.76,2.5,1.75
2,"4/30/2023, 8:01:30 PM","4/30/2023, 8:11:43 PM",1,2.47,1,N,237,151,2,13.5,1,0.5,0,0,1,18.5,2.5,0
2,"4/30/2023, 8:21:22 PM","4/30/2023, 8:31:15 PM",1,2.19,1,N,48,137,1,12.1,1,0.5,3.42,0,1,20.52,2.5,0
2,"4/30/2023, 8:49:48 PM","4/30/2023, 8:51:46 PM",1,0.62,1,N,100,186,2,5.1,1,0.5,0,0,1,10.1,2.5,0
2,"4/30/2023, 8:31:43 PM","4/30/2023, 8:59:03 PM",3,19.62,2,N,132,140,1,70,0,0.5,16.11,6.55,1,98.41,2.5,1.75
2,"4/30/2023, 8:05:46 PM","4/30/2023, 8:11:30 PM",1,1.5,1,N,68,143,1,9.3,1,0.5,1,0,1,15.3,2.5,0
2,"4/30/2023, 8:18:15 PM","4/30/2023, 8:18:19 PM",1,0,5,N,70,70,1,20,0,0,4.2,0,1,25.2,0,0
2,"4/30/2023, 8:41:09 PM","4/30/2023, 8:55:36 PM",1,8.62,1,N,138,107,1,33.8,6,0.5,0,6.55,1,52.1,2.5,1.75
2,"4/30/2023, 8:37:16 PM","4/30/2023, 8:52:49 PM",5,3.91,1,N,231,162,2,19.1,1,0.5,0,0,1,24.1,2.5,0
2,"4/30/2023, 8:29:56 PM","4/30/2023, 8:49:21 PM",1,12.16,1,N,138,261,2,46.4,6,0.5,0,0,1,58.15,2.5,1.75
2,"4/30/2023, 8:07:11 PM","4/30/2023, 8:29:59 PM",1,14.15,1,N,138,222,1,53.4,6,0.5,12.18,0,1,74.83,0,1.75
2,"4/30/2023, 8:57:03 PM","4/30/2023, 9:23:14 PM",1,17.03,2,N,132,170,1,70,0,0.5,16.11,6.55,1,98.41,2.5,1.75
2,"4/30/2023, 8:38:01 PM","4/30/2023, 8:51:21 PM",2,8.81,1,N,132,95,1,33.8,1,0.5,7.26,0,1,45.31,0,1.75
2,"4/30/2023, 8:36:58 PM","4/30/2023, 8:43:48 PM",1,3.26,1,N,138,223,2,14.2,6,0.5,0,0,1,23.45,0,1.75
2,"4/30/2023, 8:55:30 PM","4/30/2023, 9:19:02 PM",1,12.69,1,N,138,87,1,49.2,6,0.5,6.1,0,1,67.05,2.5,1.75
1,"4/30/2023, 8:22:33 PM","4/30/2023, 8:24:36 PM",2,0.2,1,N,231,211,1,3.7,3.5,0.5,1,0,1,9.7,2.5,0
2,"4/30/2023, 8:01:49 PM","4/30/2023, 8:06:30 PM",1,1.32,1,N,249,231,2,7.9,1,0.5,0,0,1,12.9,2.5,0
2,"4/30/2023, 8:51:18 PM","4/30/2023, 9:11:58 PM",1,9.42,1,N,70,68,1,38.7,1,0.5,7.54,6.55,1,57.79,2.5,0
2,"4/30/2023, 8:17:35 PM","4/30/2023, 8:30:26 PM",2,5.48,1,N,263,79,1,23.3,1,0.5,5.66,0,1,33.96,2.5,0
2,"4/30/2023, 8:05:23 PM","4/30/2023, 8:20:01 PM",1,3.76,1,N,114,141,1,19.1,1,0.5,4.82,0,1,28.92,2.5,0
1,"4/30/2023, 8:42:49 PM","4/30/2023, 8:57:40 PM",1,3.6,1,N,231,49,2,19.1,3.5,0.5,0,0,1,24.1,2.5,0
1,"4/30/2023, 8:39:08 PM","4/30/2023, 9:00:58 PM",1,9.8,1,N,138,68,1,40.1,10.25,0.5,17.5,6.55,1,75.9,2.5,1.75
2,"4/30/2023, 8:41:51 PM","4/30/2023, 9:14:54 PM",1,22.4,2,N,132,87,1,70,0,0.5,16.11,6.55,1,96.66,2.5,0
2,"4/30/2023, 8:32:22 PM","4/30/2023, 8:54:42 PM",1,10.14,1,N,138,17,1,41.5,6,0.5,5,0,1,55.75,0,1.75
2,"4/30/2023, 8:12:00 PM","4/30/2023, 8:32:24 PM",1,9.18,1,N,138,48,1,37.3,6,0.5,10.77,6.55,1,66.37,2.5,1.75
2,"4/30/2023, 8:25:47 PM","4/30/2023, 8:41:30 PM",1,7.46,4,N,132,265,2,37.3,1,0.5,0,0,1,39.8,0,0
1,"4/30/2023, 8:13:00 PM","4/30/2023, 8:30:33 PM",1,8.8,1,N,138,161,1,35.2,10.25,0.5,10.7,6.55,1,64.2,2.5,1.75
1,"4/30/2023, 8:40:24 PM","4/30/2023, 8:48:44 PM",1,3,1,N,163,74,1,14.2,3.5,0.5,3.8,0,1,23,2.5,0
2,"4/30/2023, 8:35:56 PM","4/30/2023, 9:08:12 PM",1,18.03,2,N,132,48,1,70,0,0.5,10,6.55,1,90.55,2.5,0
2,"4/30/2023, 8:24:42 PM","4/30/2023, 8:27:35 PM",1,0.62,1,N,151,238,1,5.1,1,0.5,1,0,1,11.1,2.5,0
2,"4/30/2023, 8:12:59 PM","4/30/2023, 8:31:48 PM",1,4.64,1,N,142,42,1,23.3,1,0.5,3.11,0,1,31.41,2.5,0
2,"4/30/2023, 8:13:40 PM","4/30/2023, 8:46:34 PM",1,18.41,2,N,132,230,1,70,0,0.5,10,6.55,1,92.3,2.5,1.75
2,"4/30/2023, 8:52:02 PM","4/30/2023, 8:53:42 PM",1,0.64,1,N,48,50,2,5.1,1,0.5,0,0,1,10.1,2.5,0
2,"4/30/2023, 8:08:38 PM","4/30/2023, 8:17:19 PM",6,2.32,1,N,114,230,2,12.1,1,0.5,0,0,1,17.1,2.5,0
2,"4/30/2023, 8:29:20 PM","4/30/2023, 8:37:22 PM",6,1.75,1,N,161,50,1,10.7,1,0.5,3.14,0,1,18.84,2.5,0
2,"4/30/2023, 8:13:22 PM","4/30/2023, 8:21:52 PM",2,1.55,1,N,164,68,1,10.7,1,0.5,2,0,1,17.7,2.5,0
1,"4/30/2023, 8:19:43 PM","4/30/2023, 8:34:40 PM",2,6.8,1,N,138,41,1,28.9,7.75,0.5,11.15,6.55,1,55.85,0,1.75
2,"4/30/2023, 8:34:52 PM","4/30/2023, 8:57:28 PM",1,7.09,1,N,132,130,2,32.4,1,0.5,0,0,1,34.9,0,0
2,"4/30/2023, 8:28:40 PM","4/30/2023, 8:46:45 PM",1,8.35,1,N,249,196,1,33.8,1,0.5,11.34,6.55,1,56.69,2.5,0
2,"4/30/2023, 8:58:55 PM","4/30/2023, 9:17:02 PM",2,10.86,1,N,138,64,2,-42.2,-6,-0.5,0,0,-1,-51.45,0,-1.75
2,"4/30/2023, 8:58:55 PM","4/30/2023, 9:17:02 PM",2,10.86,1,N,138,64,2,42.2,6,0.5,0,0,1,51.45,0,1.75
2,"4/30/2023, 8:00:57 PM","4/30/2023, 8:12:32 PM",1,2.18,1,N,48,170,2,14.2,1,0.5,0,0,1,19.2,2.5,0
2,"4/30/2023, 8:15:52 PM","4/30/2023, 8:22:14 PM",1,1.76,1,N,164,114,1,10,1,0.5,4,0,1,19,2.5,0
2,"4/30/2023, 8:26:21 PM","4/30/2023, 8:37:55 PM",1,4.22,1,N,114,141,1,18.4,1,0.5,4.68,0,1,28.08,2.5,0
2,"4/30/2023, 8:55:20 PM","4/30/2023, 8:58:23 PM",1,1.25,1,N,186,48,1,7.2,1,0.5,2.44,0,1,14.64,2.5,0
2,"4/30/2023, 8:35:40 PM","4/30/2023, 8:43:06 PM",1,3.98,1,N,132,219,1,17.7,1,0.5,4.04,0,1,25.99,0,1.75
1,"4/30/2023, 8:59:47 PM","4/30/2023, 9:26:38 PM",1,17.6,2,N,132,231,1,70,4.25,0.5,22.75,0,1,98.5,2.5,1.75
2,"4/30/2023, 8:08:17 PM","4/30/2023, 8:43:25 PM",1,18.64,2,N,132,246,1,70,0,0.5,10,6.55,1,92.3,2.5,1.75
2,"4/30/2023, 8:31:44 PM","4/30/2023, 9:31:13 PM",1,41.36,5,N,132,265,1,174,0,0,30,19.3,1,224.3,0,0
2,"4/30/2023, 8:13:53 PM","4/30/2023, 8:18:38 PM",1,0.77,1,N,246,100,2,6.5,1,0.5,0,0,1,11.5,2.5,0
2,"4/30/2023, 8:41:39 PM","4/30/2023, 8:48:45 PM",2,1.53,1,N,246,48,1,9.3,1,0.5,2.86,0,1,17.16,2.5,0
2,"4/30/2023, 8:44:44 PM","4/30/2023, 9:10:13 PM",1,15.48,1,N,132,165,1,59.7,1,0.5,3,0,1,66.95,0,1.75
2,"4/30/2023, 8:35:42 PM","4/30/2023, 9:13:28 PM",1,24.47,1,N,132,228,1,92.6,1,0.5,19.02,0,1,115.87,0,1.75
1,"4/30/2023, 8:27:49 PM","4/30/2023, 8:59:00 PM",1,11.5,1,N,132,49,1,47.8,1,0.5,10.05,0,1,60.35,0,0
2,"4/30/2023, 8:03:39 PM","4/30/2023, 8:09:06 PM",2,1.58,1,N,151,75,1,9.3,1,0.5,0,0,1,11.8,0,0
2,"4/30/2023, 8:39:55 PM","4/30/2023, 8:53:45 PM",2,5.44,1,N,48,42,1,24,1,0.5,5.8,0,1,34.8,2.5,0
2,"4/30/2023, 8:42:37 PM","4/30/2023, 8:51:05 PM",1,3.21,1,N,138,7,1,15.6,6,0.5,4.97,0,1,29.82,0,1.75
2,"4/30/2023, 8:45:18 PM","4/30/2023, 8:49:52 PM",1,1.32,1,N,75,236,2,7.9,1,0.5,0,0,1,12.9,2.5,0
2,"4/30/2023, 8:52:52 PM","5/1/2023, 8:49:52 PM",1,4.68,1,N,237,179,2,21.2,1,0.5,0,0,1,26.2,2.5,0
2,"4/30/2023, 8:01:34 PM","4/30/2023, 8:06:02 PM",3,1.2,1,N,239,238,1,7.9,1,0.5,2.58,0,1,15.48,2.5,0
2,"4/30/2023, 8:23:54 PM","4/30/2023, 8:30:30 PM",3,1.99,1,N,239,141,1,10.7,1,0.5,3.14,0,1,18.84,2.5,0
2,"4/30/2023, 8:49:04 PM","4/30/2023, 8:50:58 PM",3,0.87,1,N,238,151,1,5.8,1,0.5,1.5,0,1,12.3,2.5,0
2,"4/30/2023, 8:13:01 PM","4/30/2023, 8:31:24 PM",1,9.93,1,N,264,264,2,39.4,1,0.5,0,6.55,1,48.45,0,0
2,"4/30/2023, 8:34:38 PM","4/30/2023, 8:41:48 PM",1,2.47,1,N,264,264,1,11.4,1,0.5,1,0,1,17.4,2.5,0
2,"4/30/2023, 8:48:46 PM","4/30/2023, 9:10:35 PM",1,10.54,1,N,138,17,1,42.9,6,0.5,10.43,0,1,62.58,0,1.75
2,"4/30/2023, 8:31:20 PM","4/30/2023, 8:49:48 PM",2,8.91,1,N,138,68,2,35.9,6,0.5,0,6.55,1,54.2,2.5,1.75
2,"4/30/2023, 8:30:01 PM","4/30/2023, 8:56:50 PM",2,10.94,1,N,138,62,1,45.7,6,0.5,10.64,0,1,65.59,0,1.75
2,"4/30/2023, 8:04:11 PM","4/30/2023, 8:42:04 PM",1,20.98,1,N,132,33,1,78.6,1,0.5,16.57,0,1,99.42,0,1.75
2,"4/30/2023, 8:50:14 PM","4/30/2023, 9:41:43 PM",1,37.31,4,N,132,265,1,160.5,1,0,36.36,19.3,1,219.91,0,1.75
2,"4/30/2023, 8:07:06 PM","4/30/2023, 8:07:15 PM",1,0,2,N,79,79,2,70,0,0.5,0,0,1,74,2.5,0
2,"4/30/2023, 8:07:36 PM","4/30/2023, 8:16:59 PM",1,1.56,1,N,79,125,1,11.4,1,0.5,3.28,0,1,19.68,2.5,0
2,"4/30/2023, 8:26:35 PM","4/30/2023, 8:35:37 PM",1,2.69,1,N,249,170,1,13.5,1,0.5,3.7,0,1,22.2,2.5,0
2,"4/30/2023, 8:52:14 PM","4/30/2023, 9:05:08 PM",1,3.64,1,N,48,263,1,17.7,1,0.5,4.54,0,1,27.24,2.5,0
1,"4/30/2023, 8:11:07 PM","4/30/2023, 8:21:31 PM",1,2.2,1,N,48,238,2,12.1,3.5,0.5,0,0,1,17.1,2.5,0
1,"4/30/2023, 8:55:54 PM","4/30/2023, 9:13:17 PM",1,4.6,1,N,163,4,1,21.2,3.5,0.5,3.8,0,1,30,2.5,0
2,"4/30/2023, 8:02:29 PM","4/30/2023, 8:09:01 PM",1,1.44,1,N,239,43,1,10,1,0.5,1,0,1,16,2.5,0
2,"4/30/2023, 8:00:46 PM","4/30/2023, 8:17:01 PM",1,10.2,1,N,138,107,1,39.4,6,0.5,10.23,0,1,61.38,2.5,1.75
1,"4/30/2023, 8:34:22 PM","4/30/2023, 8:53:18 PM",1,7.7,1,N,138,112,1,31,7.75,0.5,8.05,0,1,48.3,0,1.75
2,"4/30/2023, 8:48:35 PM","4/30/2023, 8:49:00 PM",2,0.03,1,N,140,140,2,3,1,0.5,0,0,1,8,2.5,0
2,"4/30/2023, 8:32:23 PM","4/30/2023, 9:11:35 PM",1,14.72,1,N,132,181,1,59.7,1,0.5,12.44,0,1,76.39,0,1.75
1,"4/30/2023, 8:19:16 PM","4/30/2023, 8:30:51 PM",1,3.7,1,N,138,7,1,17.7,7.75,0.5,2,0,1,28.95,0,1.75
1,"4/30/2023, 8:44:19 PM","4/30/2023, 9:12:18 PM",2,17.7,1,N,138,123,1,66,7.75,0.5,4.75,0,1,80,0,1.75
2,"4/30/2023, 8:17:50 PM","4/30/2023, 8:37:31 PM",1,9.26,1,N,138,90,1,37.3,6,0.5,13.9,6.55,1,69.5,2.5,1.75
2,"4/30/2023, 8:09:04 PM","4/30/2023, 8:22:59 PM",1,5.37,1,N,138,121,2,22.6,6,0.5,0,0,1,31.85,0,1.75
1,"4/30/2023, 8:17:38 PM","4/30/2023, 8:36:19 PM",2,10.6,1,N,138,189,1,40.8,7.75,0.5,10.01,0,1,60.06,0,1.75
1,"4/30/2023, 8:35:46 PM","4/30/2023, 8:50:09 PM",1,8.9,1,N,138,49,1,35.2,7.75,0.5,5,0,1,49.45,0,1.75
2,"4/30/2023, 8:18:10 PM","4/30/2023, 8:48:39 PM",2,17.92,2,N,132,90,1,70,0,0.5,12.34,6.55,1,94.64,2.5,1.75
